id,full_id,youtube_tags,predicted_tags
khGJ,GHy9yEj5pMg,"['world record black ops 2', 'black ops 2 tdm world record', 'bo2 tdm world record kills', 'bo2 solo tdm world record', 'bo2 solo tdm 6v6 world record', 'most kills 6v6 tdm black ops 2', 'COD BO2 world redord kills', 'bo2 6v6 TDM world record', 'bo2 record tdm', 'bo2 tdm world record', '60 kill tdm game', 'hiw ti get nuclear title', 'Lethal-energy', 'BO2 Lethal-energy', 'Emc2worldwide bo2']","['Game', 'Video game', 'Call of Duty', 'Call of Duty: Black Ops II', 'Call of Duty: Black Ops']"
KYIa,wk7DgFWBVwU,"['cancion de league of legends', 'League Of Legends (Video Game)', 'ahri lol', 'musica', 'historia de ahri']",['League of Legends']
as76,kO_LKBCWTnI,,"['Concert', 'Performance art', 'Dance']"
vJvw,9Sa3ZHNFy64,"['pokemon black and white 2', 'pokemon black and white', 'wifi battle', 'pokemon best wishes', 'black 2', 'white 2', 'ash vs red', 'ash vs gary', 'ash vs alder', 'vs alder', 'vs champion', 'brogamerchannel']","['Game', 'Video game', 'Cartoon', 'Pokémon', 'Pokémon (video game series)', 'Nintendo 3DS', 'Pokémon X and Y']"
sm3f,ROZYVAz5XdA,['컹'],"['Concert', 'Musician', 'Performance art']"
j6Vl,3bAlliIhCU4,"['smackdown', 'vs', 'raw', '2008', 'caw', 'wrestling', 'Princess', 'Aurora', 'disney', 'princess']",['WWE 2K']
D1Me,Tj0RPIr5eyg,"['Keifer', 'Scooters', 'wadalba', 'Slam', 'adamrouse999', 'adam', 'rouse', 'bolton', 'ladam', 'rory', 'co', 'coe', 'codie', 'donovan', 'jake4scooters', 'ryan', 'williams', 'nikehfilms']","['Skateboarding', 'Skateboard', 'Skatepark', 'Scooter (motorcycle)']"
yfrf,Fhp1KG9zj-Q,"['鋼彈UC', 'BB戰士', 'unicorn', '新安洲', '新吉翁克', 'NEO ZEONG']","['Toy', 'Action figure', 'Robot', 'Figurine', 'Transformers']"
IOw8,8jZtqC9wX38,"['mcr', 'live', 'in', 'malaysia']","['Concert', 'Musician', 'Performance art', 'String instrument', 'Musical ensemble', 'Drum kit', 'Drummer']"
cvHW,VMl2ThsBLDU,"['Oatmeal (Drug)', 'Breakfast (Word)', 'Oat (Organism Classification)', 'breakfast', 'śniadanie', 'płatki owsiane', 'owsiane', 'myprotein', 'nutrition', 'suplements', 'odzywki', 'fitness', 'wellness', 'fit', 'workout', 'gym', 'siłownia', 'trener', 'warszawa', 'personal trainer', 'Breakfast Cereal (Dish)', 'Health (Literary Genre)', 'Fitness (Magazine)', 'Weight', 'tłuszcz', 'fat', 'slim', 'muscles', 'Sodium (Drug)']",
lFta,_8UyI3IbOX4,"['call of duty black ops 2', 'nuketown 2025', 'emp spam', 'worst killcam ever', 'best scorestreaks', 'get scorestreaks faster', 'how to get lots of kills', 'easiest way to get a swarm', 'k9 unit glitch', 'tips and tricks', 'how to survive the lodestar', 'crossbow tactics', 'assault shield gold', 'diamond camo', 'how to get all camos faster', 'executioner best class', 'best smg pdw msmc', 'best assault rifle an94 type25', 'best lmg mk48 lsat', 'best shotgun s12 ksg r870', 'most kills ever']","['Game', 'Video game', 'Call of Duty', 'Call of Duty: Black Ops II', 'Call of Duty: Black Ops']"
pJKj,WyzBP6HUZSA,"['pro', 'direct', 'soccerbible', 'wayne', 'rooney', 'nike', 't90', 'laser', 'IV', 'manchester', 'united', 'man', 'england', 'squad', 'football', 'boots', 'cleats', 'premier', 'league', 'striker']",
UdsA,ZOR9KKc_s0k,['sims 3'],"['Game', 'Video game', 'The Sims', None, 'The Sims 2', 'The Sims 3']"
JS9r,O5mw3pOEIPw,"['Silvestre Dangond (Musical Artist)', 'Lucas Dangond', 'Festival Vallenato', 'Festival Vallenato 2012', 'Merengue Vallenato', 'Juancho De La Espriella', 'Fernando Rangel', 'Rolando Ochoa', 'Sergio Luis Rodriguez', 'Vallenato Legend Festival (Recurring Event)', 'Vallenato (Musical Genre)']","['Concert', 'Musician', 'Performance art', 'String instrument', 'Musical ensemble', 'Accordion', 'Diatonic button accordion']"
gWZg,ug9h3qbTt2g,"['Trombon', 'trombone', 'motka', 'henek', 'balastik', 'zapletal', 'svanhal', 'kadlec', 'zurek', 'karel', 'mlynar', 'debef']","['Concert', 'Musician', 'String instrument', 'Musical ensemble', 'Orchestra', 'Brass instrument', 'Trumpet', 'Quartet', 'Trombone']"
OaEG,VAkqI9YhEWM,"['Mairmo Marshmallow', 'Japan', 'candy', 'chocolate', 'strawberry', 'white chocolate', 'milk chocolate', 'strawberry chocolate', 'Saku Saku Panda', 'sakusaku', 'panda', 'cookie', 'biscuit', 'DIY', 'make', 'create', 'mold', 'melt', 'delicious', 'cute', 'fun', 'tasty', 'sweet', 'cat', 'kitten', 'plush', 'design', 'Marimo', 'Marshmallow', 'マリモ', 'マシュマロ', 'マリモマシュマロ', '日本', 'ジャパン', 'お菓子', 'チョコレート', 'チョコ', 'いちご', '味', 'さくさく', 'さくさくぱんだ', 'パンダ', 'クッキー', '美味しい', '作り', 'ねこ', 'こねこ', '猫', '子猫', '楽しい', '甘い', '手作り']","['Food', 'Recipe', 'Toy', 'Dessert', 'Cake', 'Chocolate', 'Candy', 'Anpanman', 'Hello Kitty']"
YgSa,jDd8bP-eUO0,"['Haluk', 'Levent']","['Concert', 'Musician', 'Performance art', 'Musical ensemble']"
bMXF,OhdpaeidGYY,,"['Game', 'American football', 'Quarterback']"
WHPx,1PyKsd-PGio,['Aimbot'],
d9kp,U48bPmIjUjg,"['jugando', 'dirt', 'volante', 'xbox', '360', 'Xbox360', 'Dirt2', 'Rally', 'Simulador', 'forceback', 'microsoft', 'Playing']","['Video game', 'Racing', 'PlayStation 3', 'Wheel', 'Gran Turismo (series)', 'Gran Turismo 5', 'Gran Turismo 6', 'Logitech', 'Racing wheel', 'F1 2010 (video game)', 'Sim racing']"
pUYU,Y547bkB93-g,"['S2000', 'S2K', 'Dragon', 'hwy 129', '129', 'speeding', 'radar detector', 'TN HWY PATROL', 'DBRX', 'Dragon Ball Run']","['Vehicle', 'Car', 'Motorsport', 'Driving', None, 'Dashcam', 'Honda Civic']"
8FA0,kdvr90VbFMk,"['mac', 'ipad', 'IPad 2 (Computer)', 'Mac OS (Operating System)', 'Mouse (computing)', 'remote', 'review', 'app store', 'android', 'remote mouse app', 'App Store (iOS)']","['Game', 'Video game', 'Minecraft', 'Microsoft Windows']"
yggL,hkVBphXOVGA,,['Music video']
Xu1t,_EWPgY3QCfo,"['hermanos', 'silva', 'Si', 'supieras']","['Concert', 'Musician', 'Performance art', 'Musical ensemble', 'Orchestra']"
ik5y,rG-oCaprbLE,"['Myrmidonia', 'Myrmidonia 2014', 'Μυρμιδόνια', 'Kickboxing (Martial Art)', 'Kick boxing', 'K-1 Kickboxing', 'K-1 Rules', 'MMA', 'Mixed Martial Arts', 'Girls Kickboxing', 'Womens Kickboxing', 'Muay Thai', 'Kickboxing Greece', 'Ioannis Theofanous', 'Novasports', 'Nova sports', 'Martial Arts (Sport)', 'Combat Sport (Sport)']","['Game', 'Boxing', 'Combat', 'Kickboxing', 'Fight Night (EA video game series)']"
u3tr,9N8BKmbau7c,"['z4m', 'printer', 'zebra', 'designer', 'pro', 'zm400', 's400', 's4m', 'driver', 'tlp', '2844', 'plus', 'z4mplus', 'thermal', 'printers', 'best', 'Device Driver (Software Genre)', 'Driver (series)']","['Machine', 'Tool', 'Saw', 'Lathe', 'Drill', 'Router (woodworking)', 'Bandsaw']"
e5pE,F6ARRx-3FIU,"['Minuet', 'J.S.', 'Bach', 'suzuki', 'viola', 'classical']","['String instrument', 'Violin', 'Viola', 'Cello', 'Fiddle']"
ES9T,WQHv6iJgQBI,"['taper', 'fade', 'hair cut']","['Hair', 'Hairstyle', 'Afro-textured hair']"
ToqC,dL_wJLAeMlA,"['Beta', 'Fish', 'Water', 'Tank', '36L', '2beta', 'Aquarium', 'Aquatic']","['Animal', 'Pet', 'Fish', 'Plant', 'Aquarium', 'Goldfish', 'Gallon', 'Siamese fighting fish', 'Filter (aquarium)', 'Guppy', 'Betta']"
2QPQ,O3gTuUXEsXo,"['Fun (Musical Group)', 'Rock Festival', 'ansan valley Rock festival', 'we are young']","['Concert', 'Musician', 'Festival', 'Music festival']"
iFnL,jDPlkX_TH6M,"['lotro', 'snowbourne', 'lord', 'of', 'the', 'rings', 'online', 'warg', 'pvp', 'pvmp', 'warleader', 'spider', 'reaver', 'defiler', 'blackarrow']","['Game', 'Video game', 'The Lord of the Rings Online']"
LYu2,R0XbNKZSo64,,"['Game', 'Video game', 'Cartoon', 'Nintendo Entertainment System', 'Atari', 'Commodore 64']"
wEJ6,VSiTThHcoM4,"['Noziya', 'Karomatullo', '2011', 'the', 'house', 'of', 'love', 'نازیه:', 'باز', 'آ', 'بمانم', 'جانم', 'را', 'به', 'جانت', 'Таджикистан', 'Таджик', 'tajik', 'tajiki', 'farsi', 'song', 'concert', 'live concert', 'new', 'kabul', 'ahmad', 'zahir', 'shabnam', 'surayo', 'nigina', 'amonqulova', 'nazia', 'karamatola', 'dari', 'rafi', 'karmatullo', 'sadridin', 'sadrudind', 'najmudin', 'samarqand', 'samarkand', 'bukhara', 'bukhoro', 'tajikproud', 'afshin', 'andy', 'sepideh', 'shila', 'forohar', 'ghazal', 'sadat', 'muzhda', 'jamal', 'zadah', 'nigora', 'kholova', 'feruza']","['Concert', 'Performance art', 'Dance']"
43lD,Huq3ba2D0Mg,"['Brooks', 'Institute', 'redline', 'time', 'attack', 'billy', 'johnson', 'barber', 'driving', 'experience', 'motor', 'sport']","['Vehicle', 'Car', 'Motorsport', 'Racing', 'Sports car', 'Drag racing']"
jbpQ,zqJ414VtbEE,"['Nike', 'Air Force 1', 'highs', 'White', 'soar blue', 'sneaker', 'shoes', 'NT', 'ISS', 'Sole Collector', 'Rasheed Wallace', 'Sheeds', 'OG', 'classic', 'sneakerhead', 'fresh', 'kicks']","['Fashion', 'Shoe', 'Sneakers', 'Nike, Inc.']"
cx8s,9wV9VmaCBDg,"['Wingsuit Flying', 'paramotoring', 'paramotor', 'soul flyers', 'Parabatix', 'Paramoteur', 'Proximity', 'Flight', 'base jump', 'wingsuit', 'wing suit', 'extreme', 'indasky production']","['Extreme sport', 'Parachuting', 'Paragliding', 'Parachute', 'Paramotor']"
gUcE,RQePs0Zof8k,"['rexacuela', 'rxl', ""valentine's"", 'ball', '2009']","['Concert', 'Performance art', 'Dance']"
bKBx,o48kkN0wT-w,"['TMF', 'Teachign mens fashion', 'Jose Zuniga', 'Mens Wear', 'Mens fashion', 'mens style', 'Style tips', 'Combatant', 'gentlemen', 'review', 'menswear', 'gents clothing', 'Collection', 'suits', 'shirts', 'ties', 'Shirt (Garment)', 'Reviews', 'Fashion']",
wtvS,C8oyMnTMlIA,"['Armando Molina', 'Sonora', 'Cimarrones', 'Ascenso MX']","['Game', 'Cartoon', 'Association football']"
LV9l,UakS4jiM7to,"['GTA', 'SA', 'WW2', 'EXTRA', 'Bombardeando', 'la', 'ciudad', 'pilotoarg', 'gtaadicion']","['Game', 'Video game', 'Action-adventure game', 'Airplane', 'Grand Theft Auto V', 'Airline', 'Airliner', 'Grand Theft Auto: San Andreas', 'Jet aircraft', 'Grand Theft Auto IV', 'Boeing 747']"
B6Fa,L4oZo1pjuDk,"['fanfare', 'lyon', 'krapo', 'krapos', 'crapauds', 'fanfares']","['Musician', 'Musical ensemble', 'Orchestra', 'Marching band', 'Brass instrument', 'Trumpet', 'Trombone']"
RXcB,X7FruE-R6A4,['tekken'],"['Game', 'Video game', 'Fighting game', 'Tekken', 'Tekken (video game)', 'Tekken 5', 'Kazuya Mishima', 'Tekken 5: Dark Resurrection', 'Heihachi Mishima']"
OJv8,gMD9StDG6Y0,"['Rabbit (Domesticated Animal)', 'wild rabbits', 'cute bunny', 'cute rabbits', 'baby rabbit']","['Animal', 'Pet', 'Bird', 'Wildlife', 'Rabbit']"
tBCI,ALnL-yYfymI,['www.playromania.ro'],"['Vehicle', 'Car', 'Engine']"
Psjk,fvyaKaGifes,"['esbit', 'stainless', 'steel', 'folding', 'flat', 'pack', 'camping', 'stove', 'windshield', 'alphabushcraft', 'United Kingdom (Country)', 'Wood', 'Summer']",
qvUz,DYRxPPVO7aU,"['haibane', 'renmei']","['Piano', 'Keyboard instrument', 'Pianist', 'Musical keyboard', 'Electronic keyboard']"
RtrB,RqOWnjFBgDg,"['Лада', 'lada', 'samara', 'vw', 'autó', 'ВАЗ', 'car']","['Vehicle', 'Car']"
zOqj,82tx8viWi8A,"['Pan', 'Handpan', 'Hang', 'Tank', 'Drum', 'Tabla', 'Chimes', 'Sound healing', 'Improvisation', 'Nesomimus']","['Drum', 'Hang (instrument)']"
gImu,n8fG7FSaMAY,"['CN', 'Cowls', 'Canadian', 'National']","['Vehicle', 'Train', 'Rail transport', 'Transport', 'Railroad car', 'Locomotive', 'Rail freight transport', 'Cargo']"
whS8,DQ4bpMyZPkQ,"['chilakil brass', 'teatro atequiza']","['Concert', 'Musician', 'Performance art', 'String instrument', 'Musical ensemble', 'Orchestra', 'Violin', 'Brass instrument', 'Trumpet', 'Quartet', 'Trombone']"
cysB,eCeiiiTt7Gw,"['CAL', 'FIRE', 'California', 'department', 'of', 'forestry', 'and', 'fire', 'protection', 'Williams', 'Fort', 'North', 'Pass', 'Likely', 'Bagley', 'Happy', 'Stafford', 'Scotts', '16', 'sixteen', 'complex', 'fires', 'wild', 'wildfires', 'daniel', 'berlant']",
vAGn,2NNt54EfcCk,"['iran', 'wrestling', 'persian', 'koshti', 'kushti', 'fight', 'mma', 'Heydari', 'senior', 'world', 'championship', 'pahlevan', 'IRI', 'Olympic', 'judo']","['Game', 'Wrestling']"
rwUj,j-I2GgwyWOk,"['treni', 'minuetto', 'diesel']","['Vehicle', 'Train', 'Rail transport', 'Transport', 'Railroad car', 'Locomotive', 'Rapid transit', 'Train station', 'Rail freight transport', 'Cargo', 'Electric locomotive']"
Ikox,G9_aHOb2tPk,"['DESPEDIDA', 'DO', 'JOGADOR', 'ZÉ', 'EDUARDO', 'SANTOS', 'PARA', 'GENOA', 'ITÁLIA']","['Concert', 'Musician', 'Performance art', 'Guitar', 'String instrument', 'Musical ensemble']"
lqow,zr-xkOWAzdg,"['tal', 'tal oublie', 'tal waya waya', 'tal au dela', 'tal parole', 'matt pokora', 'tal on avance', 'sean paul', 'danse tal', 'katy perry', 'lady gaga', 'alicia keys', 'envole moi', 'generation goldman', ""tal a l'international"", 'beyonce', 'rihanna', 'shym', 'flo rida', 'jennifer', 'amel bent', 'christophe mae', 'jesse j', 'danse avec les stars', 'je prends le large', ""rien n'est parfait"", 'le droit de rêver', 'le sens de la vie', 'danse', ""à l'international"", 'on avance', 'm pokora', 'pas toi', 'tal danse', 'tal flo rida']",['Music video']
3GaV,_hE6FB4hNkQ,"['titanfall', 'titan', 'mech', 'robot', 'ps4', 'xbox one', 'x1', 'xbone', 'windows', 'steam', 'origin', 'EA', 'respawn', 'COD', 'call of duty', 'fps', 'atrition', 'hard point', 'pvp', 'compeitive', 'ranked', 'destiny']","['Game', 'Video game', 'Call of Duty', 'First-person shooter', 'Halo (series)', 'Xbox One', 'Halo 4', 'Titanfall']"
d4tH,msLLNDv7tBo,"['german', 'bundt', 'cake', 'baking', 'food']","['Food', 'Recipe', 'Cooking', 'Dessert', 'Cake', 'Cream', 'Ice cream', 'Milk']"
yFfp,Kb5qj98tfLA,['Metrolink'],"['Vehicle', 'Train', 'Rail transport', 'Transport', 'Railroad car', 'Locomotive', 'Rapid transit', 'Train station']"
nRu8,uufhoTV_5A4,,
S54D,zMaH7lU8cfs,"['BMW', 'E30', '323', 'Toy', 'Alternator', 'Repair', 'pt1Coupe', 'Car', 'engine', 'six']","['Vehicle', 'Car', 'Engine', None, None]"
SEx7,E5mhnx4VlEk,"['Lyric', 'Video', 'Tan Cerca...Tan Lejos (Musical Album)', 'single', 'Pop Music (Musical Genre)', 'Music Video (Ontology Class)', 'Lyrics', 'Oficial', 'Official', 'Latin Pop (Musical Genre)', 'Latin', 'Soledad', 'Nadie Más Que Tú', 'Luis Correas', 'Mexico (Country)', 'España', 'Argentina', 'Chile', 'Pop', 'Español', 'New', 'Nuevo', 'Spain', 'Spanish', 'Música Pop', 'Pop Music', 'Letra', 'Pop Latino', 'Spanish Pop', 'Cerca', 'Lejos', 'Tan Cerca', 'Tan Lejos', 'Sound', 'Sonido', 'England', 'América', 'America', 'Mallorca', 'Brasil', 'Music Video (TV Genre)', 'video']",
5shn,tWDDYH778Xw,"['호원대 실용음악과', 'Nat King Cole (Musical Artist)', 'Route 66 (Composition)', '김지언', '호원대학교', '실용음악과', '소란피다']","['Concert', 'Musician', 'Performance art', 'Guitar', 'String instrument', 'Musical ensemble', 'Drum kit', 'Drum', 'Drummer']"
qTLy,fgh6zXiJ5gw,"['josh', 'josue', 'ortolaza', 'dragon', 'ball', 'dbz', 'bruce', 'faulconer', 'ginyu', 'force', 'theme', 'song', 'remix', 'sample', 'hip', 'hop', 'rap', 'dope', 'beats', 'fl', 'studio', 'free', 'download']",
oyQh,-J_loamx2PI,"['Fluval', 'Spec', 'Stratum', 'Shrimps', 'Shrimp', 'Red', 'Crystal', 'Snails', 'Snail', 'CRS', 'PRS', 'MTS']","['Animal', 'Pet', 'Fish', 'Plant', 'Aquarium', 'Filter (aquarium)']"
g924,_f2Nz5mOSr0,"['candyrat', 'kalimba', 'silent night', 'holiday', 'medley', 'christmas', 'studio', 'springhouse sound', 'acoustic guitar', 'kalimbatar', 'live at springhouse']","['Musician', 'Guitar', 'String instrument', 'Acoustic guitar', 'Electric guitar', 'String (music)']"
eiWM,CcjCt1rghFM,"['Viper', 'Drag', 'Burnout', 'Exhaust', 'Turbo', 'Race', 'Mustang', 'Camaro', 'Racing', 'Street', 'Cobra', 'Muscle', 'Mile', 'Paradise', 'Supra', 'Shelby', 'Cars', 'Corvette', 'Twin', 'Drag Race', 'supercar', 'speed', 'lamborghini', 'ferrari', 'bugatti', 'aventador', 'veneno', 'egoista', 'enzo', 'Porsche', 'SRT Viper (Automobile Model)']","['Vehicle', 'Car', 'Motorsport', 'Sports car', 'Engine', 'Supercar', 'Exhaust system', 'Coupé', None]"
1wBu,_UaMct8gNG8,,"['Game', 'Video game', 'Mobile phone', 'Smartphone', 'Gadget', 'Samsung Galaxy']"
5RYr,_U16QIzX2-s,['Programa Carmix'],"['Vehicle', 'Car', 'Sedan (automobile)', 'Hatchback', 'Coupé', None]"
iEuF,VcfKK5dGI0g,['Minecraft (Award-Winning Work)'],"['Game', 'Video game', 'Minecraft']"
RmVO,JZzNN8jcbuI,"['Aviones', 'TV', 'V1']",['Surfing']
R9aW,G8JNICmE9_Q,"['eredivisie', 'nieuws', 'vurnon anita', 'ajax tv', 'miralem sulejmani', 'ajax', 'uitlooptraining', 'topscorer', '11/12']","['Game', 'Association football']"
Hp7a,b9c_Xqvbp14,"['Nintendo', 'Knowledge', 'trivia', 'contest', 'Kirby', 'Zelda', 'Mario', 'Super Mario', 'Pokemon', 'Metroid', 'The Legend of Zelda', 'super mario 3d world', 'gold', 'silver', 'crystal', 'PaperMario', 'Nintendo 64', 'SNES', 'NES', 'Wii', 'Wii U', 'GB', 'GBA', 'DS', '3DS', 'walkthrough', 'strategy', 'guide', 'peach', 'luigi', 'link', 'news', 'secret', 'hidden', 'SpikyChainChomp', 'NinBuzz', 'sound fx', 'pokey', 'ocarina of time', 'song of storms', ""saria's song"", 'song of healing', 'heart gold', 'soul silver', 'brawl', 'character', 'piccolo', 'goombario', 'yoshi', 'parakarry', 'Mario Series (Video Game Series)']","['Game', 'Video game', 'Cartoon', 'Animation', 'Pokémon', 'Pokémon (video game series)', 'Pokémon X and Y', 'Pokémon Omega Ruby and Alpha Sapphire', 'Pikachu', 'Pokémon Red and Blue']"
QJ0s,w7DT1yvD5Os,['WentworthMiller'],"['Game', 'Video game', 'Cartoon', 'Animation', 'Trailer (promotion)']"
Cc5j,eA5w8mshuu8,"['artur boruc', 'cwks', 'daniel ljuboja', 'derby', 'doping na zylecie', 'Dwaliszwili', 'football', 'Freestyle', 'Furman', 'gol', 'kazimierz deyna', 'kibice', 'kibole', 'kulisy meczu', 'lazienkowska 3', 'legia warszawa', 'legioniści', 'fabianski', 'Ł3', 'Saganowski', 'Żewłakow', 'miroslav radovic', 'mistrz polski', 'od kołyski aż po grób', 'Ona tańczy dla mnie', 'oprawa', 'pepsi arena', 'pirotechnika', 'pilka', 'polska', 'race', 'rafal wolski', 'sen o warszawie', 'staruch', 'tmobile ekstraklasa', 'ultras', 'warsaw', 'warszawa', 'wojciech szczesny', 'zyleta', 'Minecraft']","['Game', 'Association football', 'Highlight film']"
SJzG,ud0BDytdbvI,"['toy', 'story', 'funny', 'rude']","['Cartoon', 'Animation', 'Trailer (promotion)', 'Sheriff Woody']"
mooh,UfINbarJ69g,"['1969', 'moto']","['Vehicle', 'Motorsport', 'Motorcycle', 'Motorcycling']"
R5XR,KWf5o_XUh7k,"['heels', 'Keri', 'hilson', 'perform', 'live', 'dance', 'sing', 'mic', 'pretty', 'girl', 'rock', 'keri', 'maplestory', 'maple', 'mmv']","['Concert', 'Musician', 'Performance art']"
mR5W,UFKj_9yrbZs,,"['Concert', 'Performance art', 'Dance']"
0yZ5,nBTaWfNQTRo,"['Gresley F.C. (Football Team)', 'Gresley', 'Rovers', 'Westfields', 'Midland', 'Football', 'Alliance']","['Game', 'Association football']"
NvYt,GCbAqils3-c,"['yugioh', 'gx', '5ds', 'abridged', 'sub', 'dub', 'episode', 'card', 'of', 'day', 'week', 'month', 'deck', 'cards', 'duel', 'collection', 'booster', 'pack', 'opening', 'yusei', 'aki', 'jack', '4kids', 'anime', 'amv', 'pokemon', 'digimon', 'naruto', 'code', 'geass', 'bleach', 'death', 'note']","['Game', 'Card game', 'Playing card', 'Yu-Gi-Oh! Trading Card Game', 'Collectible card game']"
MA5R,i1cWyQawoXk,"['crysis', 'pc', 'mission1', 'M1', 'mission', 'contact', 'gameplay', 'part2', 'audio', 'subs', 'español', 'nomad', 'usa', 'army', 'gaming']","['Game', 'Video game', 'Crysis (video game)']"
rDIA,ho-YIIu27GY,"['Irish', 'Fiddle', 'busking', 'fleadh', 'cheoil', 'tullamore', 'button', 'accordion', 'celtic']","['Musician', 'String instrument', 'Musical ensemble', 'Violin', 'Fiddle']"
lBfb,C2HuJXwfHtc,"['Modesh', 'City', 'skatepark', 'RAGE', 'skateboarding', 'skate', 'dubai', 'skating', 'UAE', 'Canon', 'EOS', 'rebel', 't2i', '550D']","['Game', 'Skateboarding', 'Skateboard', 'Skateboarding trick', 'Skatepark', 'Kickflip']"
82k0,80mRI5MrGnQ,"['american', 'le', 'mans', 'series', 'champions', '2007']","['Motorsport', 'Racing']"
Cbu4,oKd8eXn9yg8,,"['Cartoon', 'Animation', 'Cartoon Network', 'Sgt. Frog']"
ONqO,oJGoagWVHCY,"['Como', 'memoria', '2gb', 'Computer', 'memória', 'Tutorial', 'aumentar', 'mais', 'por mais', 'como aumentar', 'cartão', 'Como Colocar', 'acrescentar', 'capacidade', 'Notebook', '8gb', '1gb', 'Fazer', 'Corretamente', 'USB Flash Drive (Ranked Item)', 'Nvidia', 'Ati', 'Gameplay', 'como melhorar', 'melhorando', 'Notebook (Film)', 'como adicionar', 'mais memoria', 'overclock', 'pen drive', 'concertar', 'velocidade maxima', 'parafernalha', 'nao faz sentido', 'baixaki']",['Microsoft Windows']
nwK2,tJkpsWNdJQE,"['今井亮太郎', '亮太郎', '平塚', '平塚のピアニスト', 'ピアノ', 'PIANO', 'ピアニスト', 'PIANIST', '日本のピアニスト', '日本のピアノ奏者', 'ピアノ演奏家', 'ジョビン', 'サンバ', 'ボサノバ', 'ボサノヴァ', 'ボッサ', 'バツカーダ', 'バトゥカーダ', 'ブラジル', 'ブラジル音楽', 'リオ', 'Rio', 'RIO', 'リオデジャネイロ', 'ジョイス', 'ジョイス・モレーノ', 'Jブラジリアン', 'サンバ・ジ・ジャネイロ', 'サンバジジャネイロ', 'サマー・サンンバ', 'サマーサンンバ', '彼女はカリオカ', 'バトゥカーダ・スルジウ', 'ブルー・フライト']","['Musician', 'Piano', 'Keyboard instrument', 'Pianist', 'Musical keyboard']"
PaeI,ugEWRzaghwI,"['Cartoon', 'Network', 'Official', 'Channel', 'Asia', 'Animation', 'Kids', 'Cartoons', 'Clip', 'Preview', 'TV', 'Watch', 'Full', 'Free', 'Episodes', 'Episode', 'Trailer', 'Season', 'Series', 'Premiere', 'Animated', 'Videos', 'Action', 'Comedy', 'CN', 'Clarence (TV Program)', 'Cartoon Network (TV Network)', 'Season Episode', 'Honk']","['Cartoon', 'Animation', 'Cartoon Network']"
FLMh,AYsslpUK1Q4,"['secret', 'dakota', 'ring', 'sdr', 'andy', 'ross', 'fade', 'to', 'black']","['Musician', 'Music video', 'Drum kit', 'Drum']"
G00I,2OWDTnGrnvA,"['depeche', 'mode', 'mexico', 'monterrey', 'personal', 'jesus']","['Concert', 'Drum kit', 'Drummer']"
eDMs,fQtiig27Cjw,"['рыбалка', 'рыболовные снасти', 'Как сделать шарик из пенопласта', 'видео как сделать шарик', 'как сделать шарик своими руками', 'как сделать поплавок видео', 'как сделать поплавок своими руками', 'как сделать поплавок для рыбалки', 'как сделать поплавок из пенопласта', 'TriPoplavka', 'как сделать поплавок', 'сделать поплавок', 'самодельный поплавок', 'видео поплавок', 'поплавок рыболовный', 'самоделки', 'рыболовные самоделки', 'Крутые идеи для самоделки', 'сделай сам', 'рыбалка 2018', 'My fishing']",
